,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo,FamilyA_,FamilyB_
118,“Family Feud” 5/13/22,Standard,,"G2: Holiens (Albuquerque)(Gail, Daniel, Jen, David & Destiny) v. Cottens",G2,,Holiens,Cottens,,,Holien,Cotten
119,“Family Feud” 5/12/22,Standard,,"G1: Benders v. Olivareses (San Antonio)(Sylvia, Robert, Rob, Steven & Mike)",G1,,Benders,Olivareses,,,Bender,Olivares
120,“Family Feud” 5/12/22,Standard,,"G2: Nevilles v. Cottens (Long Island)(Stacey, Mary, Tyrell, Wairimu & Theresa)",G2,,Nevilles,Cottens,,,Nevill,Cotten
121,“Family Feud” 5/11/22,Standard,,"G1: Benders (Lexington, KY; orig. from DET)(Arjanai, Vickie, Kenneth, Tina & Jennifer) v. Klines",G1,,Benders,Klines,,,Bender,Kline
122,“Family Feud” 5/11/22,Standard,,"G2: Nevilles (Marietta)(Stephanie, Luke, Bryan, Tim & Jacob) v. Smiths",G2,,Nevilles,Smiths,,,Nevill,Smith
123,“Family Feud” 5/10/22,Standard,,"G1: Carters v. Klines (BUF)(Mary Anne, Kristen, George, Courtney & Kailey)",G1,,Carters,Klines,,,Carter,Kline
124,“Family Feud” 5/10/22,Standard,,"G2: Pimentels (S.D.)(Odille, Lizette, Margo, Jaque & Yaya) v. Smiths",G2,,Pimentels,Smiths,,,Pimentel,Smith
125,“Family Feud” 5/9/22,Standard,,G1: Carters v. Sturdivants,G1,,Carters,Sturdivants,,,Carter,Sturdivant
126,“Family Feud” 5/9/22,Standard,,"G2: Crocketts (Orem)(Robby, Jason, Ryan, Gregg & Doug) v. Smiths",G2,,Crocketts,Smiths,,,Crockett,Smith
127,“Family Feud” 5/6/22,Standard,,"G1: Oliveiras (HI)(Julie, Lisa, Momi, Judy & Teilissa) v. Sturdivants",G1,,Oliveiras,Sturdivants,,,Oliveira,Sturdivant
128,“Family Feud” 5/6/22,Standard,,"G2: Lanes v. Smiths (Washington, D.C.)(Wendy, Vicki, Marla, Lynnette & Danielle)",G2,,Lanes,Smiths,,,Lan,Smith
129,“Family Feud” 5/5/22,Standard,,"G1: Wattses (BAL)(Sophia, Lavett, Tiffeny, Shanea & Adrienne) v. Sturdivants",G1,,Wattses,Sturdivants,,,Watts,Sturdivant
130,“Family Feud” 5/5/22,Standard,,"G2: Lanes v. Heizers (Gary, IN)(Cleyana, Vinetta, Andy, Kim & John)",G2,,Lanes,Heizers,,,Lan,Heizer
131,“Family Feud” 5/4/22,Standard,,"G1: Tuckers v. Sturdivants (Oxford, MS)(Randy, Connie, Meagan, Ann & Darren)",G1,,Tuckers,Sturdivants,,,Tucker,Sturdivant
132,“Family Feud” 5/4/22,Standard,,"G2: Lanes (Yonkers)(Peter, Samantha, Keith, Kristen & Emily) v. Chappells",G2,,Lanes,Chappells,,,Lan,Chappell
133,“Family Feud” 5/3/22,Standard,,"G1: Tuckers (POR, OR)(Dee-Dee, Jeron, Javonne, Danielle & Demetrius) v. Longs",G1,,Tuckers,Longs,,,Tucker,Long
134,“Family Feud” 5/3/22,Standard,,G2: Sanborns v. Chappells,G2,,Sanborns,Chappells,,,Sanborn,Chappell
135,“Family Feud” 5/2/22,Standard,,"G1: Carters (STL)(Timara, Damon, Brenda, Bryce & Marcus) v. Longs",G1,,Carters,Longs,,,Carter,Long
136,“Family Feud” 5/2/22,Standard,,"G2: Sanborns (Kailua)(Kawika, Keaka, Kahea, Kaina & Keana) v. Evanses",G2,,Sanborns,Evanses,,,Sanborn,Evans
137,“Family Feud” 4/29/22- CAR GAME DOUBLEHEADER,Standard,,"G1: Curneys v. Longs (Woodstock, GA)(Bryan, Emily, Garrison, MG & Faye)",G1,,Curneys,Longs,,,Curney,Long
138,“Family Feud” 4/29/22- CAR GAME DOUBLEHEADER,Standard,,"G2: Van Horns v. Evanses (Wichita)(Mary Jo, Luke, Madi, Connor & Shawn)",G2,,Van Horns,Evanses,,,Van Horn,Evans
139,“Family Feud” 4/28/22,Standard,,G1: Curneys v. Crosbys,G1,,Curneys,Crosbys,,,Curney,Crosby
140,“Family Feud” 4/28/22,Standard,,"G2: Van Horns v. Chappells (Hammond, LA)(Shalonda, Tasha, Kendell, Brock & Toya)",G2,,Van Horns,Chappells,,,Van Horn,Chappell
141,“Family Feud” 4/27/22,Standard,,"G1: Hogans (Uniontown, PA)(Bob, Big Bob, Marlene, Greg & Bob) v. Crosbys",G1,,Hogans,Crosbys,,,Hogan,Crosby
142,“Family Feud” 4/27/22,Standard,,"G2: Van Horns v. Tinkers (DET)(Tonie, Theon, Nakia, Blaire & Antoine)",G2,,Van Horns,Tinkers,,,Van Horn,Tinker
143,“Family Feud” 4/26/22,Standard,,"G1: Allisons (Sulphur, LA)(Tim, Alevia, Tracie, Lynetta & Haven) v. Crosbys",G1,,Allisons,Crosbys,,,Allison,Crosby
144,“Family Feud” 4/26/22,Standard,,"G2: Van Horns v. Adamses (Dunkirk, MD)(Carla, Ronnell, Ryan, Jasmine & Chandler)",G2,,Van Horns,Adamses,,,Van Horn,Adams
145,“Family Feud” 4/25/22,Standard,,"G1: Pittards v. Crosbys (Peachtree Corners)(Melissa, Tripp, Phoebe, David & Steve)",G1,,Pittards,Crosbys,,,Pittard,Crosby
146,“Family Feud” 4/25/22,Standard,,"G2: Van Horns (Marietta)(Katie, Jake, Jason, Matt & Joe) v. Walkers",G2,,Van Horns,Walkers,,,Van Horn,Walker
147,“Family Feud” 4/21/22,Standard,,"G1: Pittards v. Maceys (Tiffany, Kiki, Brittney, Lisa & Mike)",G1,,Pittards,Maceys,,,Pittard,Macey
148,“Family Feud” 4/21/22,Standard,,"G2: Adamses v. Walkers (Elijah, Terry Jr., Keesha, Donna & Terry Sr.)",G2,,Adamses,Walkers,,,Adams,Walker
149,“Family Feud” 4/20/22,Standard,,"G1: Pittards (San Antonio)(Chris, Danielle, Sharron, Karen & Ken) v. Nobles",G1,,Pittards,Nobles,,,Pittard,Nobl
150,“Family Feud” 4/20/22,Standard,,"CG: Brotherses (Norfolk)(Quita, Mika, Mary, Janet & Tony) v. Wolowiecs",CG,,Brotherses,Wolowiecs,,,Brothers,Wolowiec
151,“Family Feud” 4/19/22,Standard,,"G1: Fords v. Nobles (Plainfield, IL)(Toni, Kevin, Eva, Brea & Tess)",G1,,Fords,Nobles,,,Ford,Nobl
152,“Family Feud” 4/19/22,Standard,,G2: Turners v. Wolowiecs,G2,,Turners,Wolowiecs,,,Turner,Wolowiec
153,“Family Feud” 4/18/22,Standard,,"G1: Fords (DET)(Hassan, Kenyette, Mboya, Ashaki & Kenya) v. Warfs",G1,,Fords,Warfs,,,Ford,Warf
154,“Family Feud” 4/18/22,Standard,,"G2: Turners (Quanda, Kioni, Rickey, Tamoika & Dan) v. Adamses",G2,,Turners,Adamses,,,Turner,Adams
155,“Family Feud” 3/2/22,Standard,,"G1: Simpsons v. Warfs (Vancouver, WA)(Annie, Scott, Tippy, Michelle & John)",G1,,Simpsons,Warfs,,,Simpson,Warf
156,“Family Feud” 3/2/22,Standard,,"G2: Blackstones v. Adamses (Macon, GA)(Lisa, Melinda, Hannah, Nick & Jay)",G2,,Blackstones,Adamses,,,Blackston,Adams
157,“Family Feud” 3/1/22,Standard,,G1: Simpsons v. Segrests,G1,,Simpsons,Segrests,,,Simpson,Segrest
158,“Family Feud” 3/1/22,Standard,,G2: Blackstones v. Reillys,G2,,Blackstones,Reillys,,,Blackston,Reilly
159,“Family Feud” 2/28/22,Standard,,"G1: Simpsons (Radcliffe, KY)(Daphne, Vernon, Stacy, Sheri & Sage) v. Mentos",G1,,Simpsons,Mentos,,,Simpson,Mento
160,“Family Feud” 2/28/22,Standard,,"CG: Difedes v. Tankerslys (PHI)(Jose, Rod, Adam, Adaminah & Josefa)",CG,,Difedes,Tankerslys,,,Difed,Tankersly
161,“Family Feud” 2/25/22,Standard,,G1: Bielers v. Mentos,G1,,Bielers,Mentos,,,Bieler,Mento
162,“Family Feud” 2/25/22,Standard,,G2: Difedes v. Johnsons,G2,,Difedes,Johnsons,,,Difed,Johnson
163,“Family Feud” 2/24/22,Standard,,"G1: Parkers (Murrieta)(Sheri, Kristin, Ty, Patrick & Mike) v. Mentos",G1,,Parkers,Mentos,,,Parker,Mento
164,“Family Feud” 2/24/22,Standard,,"G2: Moores v. Johnsons (STL)(Howard, Lydia, Sydny, Steve & Zorata)",G2,,Moores,Johnsons,,,Moore,Johnson
165,“Family Feud” 2/23/22,Standard,,"CG: Jeannises v. Mentos (Kapolei, HI)(Keaolani, Nola, Kelii, Alan & Haunani)",CG,,Jeannises,Mentos,,,Jeannis,Mento
166,“Family Feud” 2/23/22,Standard,,"G2: Moores v. Reillys (Hingham, MA)(Kelsey, Tom, Dianne, Nicki & Courtney)",G2,,Moores,Reillys,,,Moore,Reilly
167,“Family Feud” 2/22/22,Standard,,"G1: Jeannises v. Bielers (Bowie, MD)(Sheila, Matt, Keagan, Dan & Jay)",G1,,Jeannises,Bielers,,,Jeannis,Bieler
168,“Family Feud” 2/22/22,Standard,,"G2: Moores (Mobile)(Racheal, Whitney, Marie, Deborah & John) v. Kupahus",G2,,Moores,Kupahus,,,Moore,Kupahu
169,“Family Feud” 2/21/22,Standard,,"G1: Jeannises v. Segrests (Baton Rouge)(Dow, Kathryn, Brennan, Erin & Scott)",G1,,Jeannises,Segrests,,,Jeannis,Segrest
170,“Family Feud” 2/21/22,Standard,,"G2: Difedes v. Kupahus (Waimanalo, HI)(Ani, Kani, Kapua, Sunnie & Roy)",G2,,Difedes,Kupahus,,,Difed,Kupahu
171,“Family Feud” 2/18/22,Standard,,"G1: Jeannises v. Chamberses (Sarah, Chris, Ashley, Spencer & Pops)",G1,,Jeannises,Chamberses,,,Jeannis,Chambers
172,“Family Feud” 2/18/22,Standard,,"G2: Difedes v. Blackstones (Elkridge, MD)(Anisha, Aleah, Shelby, Adrienne & Antoinette)",G2,,Difedes,Blackstones,,,Difed,Blackston
173,“Family Feud” 2/17/22,Standard,,"G1: Jeannises (BKN; orig. from Haiti)(McKinlay, Cathleen, Katheena, Maynard & Dominique) v. Seiters",G1,,Jeannises,Seiters,,,Jeannis,Seiter
174,“Family Feud” 2/17/22,Standard,,"G2: Difedes (Seaford, NY)(Tony, Kelly, Brittany, Brooke & Brianne) v. Daniels",G2,,Difedes,Daniels,,,Difed,Daniel
175,“Family Feud” 2/16/22,Standard,,G1: Ervins v. Seiters,G1,,Ervins,Seiters,,,Ervin,Seiter
176,“Family Feud” 2/16/22,Standard,,"G2: Hibblers (Cheryl, Melvin, Shanika, Zettler IV & Takara) v. Daniels",G2,,Hibblers,Daniels,,,Hibbler,Daniel
177,“Family Feud” 2/15/22,Standard,,"G1: Jemiolos v. Seiters (California, KY)(Ashley, Connie, Rob, Julie & Brad)",G1,,Jemiolos,Seiters,,,Jemiolo,Seiter
178,“Family Feud” 2/15/22,Standard,,"G2: Nugents (Alpharetta)(Liam, Maggie, Aaron, Jack & Kathy) v. Daniels",G2,,Nugents,Daniels,,,Nugent,Daniel
179,“Family Feud” 2/14/22,Standard,,"G1: Jemiolos v. Crawfords (Baton Rouge)(Chris, Joya, Thad, Kya & Calvin)",G1,,Jemiolos,Crawfords,,,Jemiolo,Crawford
180,“Family Feud” 2/14/22,Standard,,"G2: Hetzels v. Daniels (Madison, GA)(Brittney, Crystal, Angela, Sirredia & Cedric)",G2,,Hetzels,Daniels,,,Hetzel,Daniel
181,“Family Feud” 2/11/22,Standard,,"M-U: Jemiolos (BUF)(Shannon, Bill, Jennifer, Jan & Fast Eddie) v. Enriquezs",M-U,,Jemiolos,Enriquezs,,,Jemiolo,Enriquez
182,“Family Feud” 2/10/22,Standard,,"M-U: Fishers (PHI)(Cay, Chris, Kiki, Reggie & Rob) v. Enriquezes",M-U,,Fishers,Enriquezes,,,Fisher,Enriquez
183,“Family Feud” 2/9/22,Standard,,"G1: Neslers v. Enriquezes (CHI)(Gerald, Carlyn, Divina, Cynthia & Greg)",G1,,Neslers,Enriquezes,,,Nesler,Enriquez
184,“Family Feud” 2/9/22,Standard,,G2: Meskers v. Massengills,G2,,Meskers,Massengills,,,Mesker,Massengill
185,“Family Feud” 2/8/22,Standard,,G1: Neslers v. Dorseys,G1,,Neslers,Dorseys,,,Nesler,Dorsey
186,“Family Feud” 2/8/22,Standard,,"CG: Kahans v. Massengills (Dalton, GA)(Brooklynn, Dylan, Wendy, Kevin & Kolby)",CG,,Kahans,Massengills,,,Kahan,Massengill
187,“Family Feud” 2/7/22,Standard,,"G1: Neslers v. Kings (CHI)(Linda, Eboni, Jirard, Fran & Mondell)",G1,,Neslers,Kings,,,Nesler,King
188,“Family Feud” 2/7/22,Standard,,"G2: Kahans v. Toneys (Latonia, Rod, Jennifer, Tiwon & Lucretia)",G2,,Kahans,Toneys,,,Kahan,Toney
189,“Family Feud” 2/4/22,Standard,,"G1: Neslers (Morgantown)(Alyssa, Rhonda, Chelsea, Vickie & Connie) v. Barthleys",G1,,Neslers,Barthleys,,,Nesler,Barthley
190,“Family Feud” 2/4/22,Standard,,"G2: Kahans v. Addisons (BUF)(James Sr., Gail, James Jr., Shantina & Chareese)",G2,,Kahans,Addisons,,,Kahan,Addison
191,“Family Feud” 2/3/22,Standard,,"G1: Pezzullos (Cortland, NY)(Cheryline, Jacqueline, Ricky, Mark & Rick) v. Barthleys",G1,,Pezzullos,Barthleys,,,Pezzullo,Barthley
192,“Family Feud” 2/3/22,Standard,,G2: Kahans v. McDonalds,G2,,Kahans,McDonalds,,,Kahan,McDonald
193,“Family Feud” 2/2/22,Standard,,"G1: Walkers v. Barthleys (DAL, TX)(Shunta, Carolyn, Tosha, Loretta & Yolanda)",G1,,Walkers,Barthleys,,,Walker,Barthley
194,“Family Feud” 2/2/22,Standard,,"G2: Gonzaleses v. McDonalds (CHI)(Ross, Resa, Pamela, Sayyid & Monie)",G2,,Gonzaleses,McDonalds,,,Gonzales,McDonald
195,“Family Feud” 2/1/22,Standard,,"G1: Walkers v. Dorseys (Bowie, MD)(Fatima, Bernard, Shontre, Steve & Cynthia)",G1,,Walkers,Dorseys,,,Walker,Dorsey
196,“Family Feud” 2/1/22,Standard,,"G2: Gonzaleses v. Holleys (Raleigh)(Tyler, Candace, Jordan, Paula & Willie)",G2,,Gonzaleses,Holleys,,,Gonzales,Holley
197,“Family Feud” 1/31/22,Standard,,"G1: Walkers (Dallas, GA)(Gary, Debbie, Kayla, Hannah & Meagan) v. Arbogasts",G1,,Walkers,Arbogasts,,,Walker,Arbogast
198,“Family Feud” 1/31/22,Standard,,"G2: Gonzaleses v. Fishers (OKC)(Joyce, Monique, Kelly, Roletta & Carrie)",G2,,Gonzaleses,Fishers,,,Gonzales,Fisher
199,“Family Feud” 1/28/22,Standard,,"M-U: Gonzaleses (San Fernando)(Sandy, Andy, Marcos, Matthew & Maia) v. Awosikas",M-U,,Gonzaleses,Awosikas,,,Gonzales,Awosika
200,“Family Feud” 1/27/22,Standard,,G1: Strouds v. Arbogasts,G1,,Strouds,Arbogasts,,,Stroud,Arbogast
201,“Family Feud” 1/27/22,Standard,,"CG: Gibbses v. Awosikas (Washington, D.C.; orig. from Nigeria)(Mary, Oluwapelumi, Omolara, Oluwafunmilayo & Kenny)",CG,,Gibbses,Awosikas,,,Gibbs,Awosika
202,“Family Feud” 1/26/22,Standard,,"G1: Strouds (East Point, GA)(Andrea, Cindy, Anthony, Ant & Devante Singletary) v. Shooks",G1,,Strouds,Shooks,,,Stroud,Shook
203,“Family Feud” 1/26/22,Standard,,"G2: Gibbses v. Kahans (Sylvania, OH)(Steve, Christine, Cody, RJ & Emily)",G2,,Gibbses,Kahans,,,Gibbs,Kahan
204,“Family Feud” 1/25/22,Standard,,"G1: Pointers v. Shooks (Powder Springs, GA)(Katelyn, Karen, Ashley, Kristin & Hannah)",G1,,Pointers,Shooks,,,Pointer,Shook
205,“Family Feud” 1/25/22,Standard,,G2: Gibbses v. Makingses,G2,,Gibbses,Makingses,,,Gibbs,Makings
206,“Family Feud” 1/24/22,Standard,,"G1: Pointers (Adam, Marissa, Kelvin, Kelvin Jr. & Adrian) v. Talamantezs",G1,,Pointers,Talamantezs,,,Pointer,Talamantez
207,“Family Feud” 1/24/22,Standard,,"G2: Gibbses v. Olsons (Salmon, ID)(Aubrey, Ian, Deshka, Derek & Carly)",G2,,Gibbses,Olsons,,,Gibbs,Olson
208,“Family Feud” 11/29/21,Standard,,M-U: Hetzels v. Scotts,M-U,,Hetzels,Scotts,,,Hetzel,Scott
209,“Family Feud” 11/24/21,Standard,,"G1: Arbogasts (Troy, OH)(Ali, Dave, Ethan, Kim & Blake) v. Talamantezs",G1,,Arbogasts,Talamantezs,,,Arbogast,Talamantez
210,“Family Feud” 11/24/21,Standard,,"CG: Gibbses (Hillside, NJ)(Ashley, Shelton Jr., Elyse, Shelton & Shellyse) v. Ruffins",CG,,Gibbses,Ruffins,,,Gibbs,Ruffin
211,“Family Feud” 11/23/21,Standard,,"G1: Walterses (Phillipsburg, NJ)(Vicky, Markeis, Qia, Allen & Mikayla) v. Talamantezs",G1,,Walterses,Talamantezs,,,Walters,Talamantez
212,“Family Feud” 11/23/21,Standard,,G2: Makingses v. Ruffins,G2,,Makingses,Ruffins,,,Makings,Ruffin
213,“Family Feud” 11/22/21,Standard,,"G1: Warrens v. Talamantezs (San Antonio)(Pam, Lee, Samantha, Anthony & Nathan)",G1,,Warrens,Talamantezs,,,Warren,Talamantez
214,“Family Feud” 11/22/21,Standard,,"G2: Misutkas (Newnan, GA)(Morgan, Brett, Maggie, Mary Helen & Jackson) v. Ruffins",G2,,Misutkas,Ruffins,,,Misutka,Ruffin
215,“Family Feud” 11/19/21,Standard,,"G1:  Warrens (Washington, D.C.)(Cherice, Daniel, Ashley, Arvella &  Anita) v. Hyamses (Dahlonega, GA)(Kristi, Mary Kate, McKenna, Kali &  Mike)",G1,,Warrens,Hyamses,,,Warren,Hyams
216,“Family Feud” 11/19/21,Standard,,G2: Levenduskys v. Ruffins,G2,,Levenduskys,Ruffins,,,Levendusky,Ruffin
217,“Family Feud” 11/18/21,Standard,,CG: Hoffmans v. Kendricks,CG,,Hoffmans,Kendricks,,,Hoffman,Kendrick
218,“Family Feud” 11/18/21,Standard,,"G2: Blackwells v. Ruffins (Taylor, Tiffany, Tegi, Joshua & Toni)",G2,,Blackwells,Ruffins,,,Blackwell,Ruffin
219,“Family Feud” 11/17/21,Standard,,"G1: Hoffmans (Wake Forest)(Carrie, Rufus, Ivy, Cindy & Kate) v. Browns",G1,,Hoffmans,Browns,,,Hoffman,Brown
220,“Family Feud” 11/17/21,Standard,,"G2: Blackwells (Sugar Hill, GA)(Angela, Barry, Trevor, Michelle & Daryl Jarvis) v. Goffredos",G2,,Blackwells,Goffredos,,,Blackwell,Goffredo
221,“Family Feud” 11/16/21,Standard,,G1: Farrellys v. Browns,G1,,Farrellys,Browns,,,Farrelly,Brown
222,“Family Feud” 11/16/21,Standard,,"G2: Turners v. Goffredos (South PHI)(Pinki, Debbie, Skats, Travis & Tyler)",G2,,Turners,Goffredos,,,Turner,Goffredo
223,“Family Feud” 11/15/21,Standard,,"G1:  Farrellys (Windsor, CT)(Leah, Stephen, Ryan, Michel & Marc) v.  Wilsons (Montgomery)(Tieshia, Kennedi, Quanesha, Ta'nesha & Kenya)",G1,,Farrellys,Wilsons,,,Farrelly,Wilson
224,“Family Feud” 11/15/21,Standard,,"CG: Turners (DET)(Crystal, Marcia, Yvonne, Marvin & Trina) v. Barreras",CG,,Turners,Barreras,,,Turner,Barrera
225,“Family Feud” 11/12/21,Standard,,CG: Higginses v. Ahunas (a Jeep Compass will be going to Angela as her 1st-ever car if they win),CG,,Higginses,Ahunas,,,Higgins,Ahuna
226,“Family Feud” 11/12/21,Standard,,"G2: Levenduskys (Avon, NY)(Derek, Grace, Heidi, Joye & Esther) v. Barreras",G2,,Levenduskys,Barreras,,,Levendusky,Barrera
227,“Family Feud” 11/11/21,Standard,,"G1: Browns (BUF)(George, Michelle, Darren, Chris & Donna) v. Ahunas",G1,,Browns,Ahunas,,,Brown,Ahuna
228,“Family Feud” 11/11/21,Standard,,"G2: Morrisons (Yorba Linda)(Cyndi, Alex, Michael, Avery & Danielle) v. Barreras",G2,,Morrisons,Barreras,,,Morrison,Barrera
229,“Family Feud” 11/10/21,Standard,,"G1: Walterses (ORL)(Nyree, Ian, Joe, Ariel & Brendan) v. Ahunas",G1,,Walterses,Ahunas,,,Walters,Ahuna
230,“Family Feud” 11/10/21,Standard,,"G2: Sweetneys (Coral Springs)(Laina, Reston, Luwane, Rylan & Lundon) v. Barreras",G2,,Sweetneys,Barreras,,,Sweetney,Barrera
231,“Family Feud” 11/9/21,Standard,,G1: Moores v. Ahunas,G1,,Moores,Ahunas,,,Moore,Ahuna
232,“Family Feud” 11/9/21,Standard,,"G2: Esteps v. Barreras (Austin)(Iliana, Jay, Laura, Lori & Gaby)",G2,,Esteps,Barreras,,,Estep,Barrera
233,“Family Feud” 11/8/21,Standard,,"G1: Moores v. Hollands (Stoughton, MA)(Ty, Theresa, Mike, Chrystal & Mary)",G1,,Moores,Hollands,,,Moore,Holland
234,“Family Feud” 11/8/21,Standard,,"G2: Esteps v. Morrows (Mobile)(Linda, Abby, Challey, Sheree & Leigh)",G2,,Esteps,Morrows,,,Estep,Morrow
235,“Family Feud” 11/5/21,Standard,,"G1:  Moores (OKC)(Tamara, Ronald Sr., Ashlynn, Allison & Ronald Jr.) v.  Srocks (PIT)(Emily, Brittney, Alyssa, Hannah & Jessica)",G1,,Moores,Srocks,,,Moore,Srock
236,“Family Feud” 11/5/21,Standard,,"G2: Esteps (Aquasco, MD)(Sharde, Carol, Colenthia, Eric & Gary) v. Kringses",G2,,Esteps,Kringses,,,Estep,Krings
237,“Family Feud” 11/4/21- CAR GAME DOUBLEHEADER,Standard,,"G1: Higginses (Brian, Nancy, Jamie, Tracey & Leni) v. Robertses",G1,,Higginses,Robertses,,,Higgins,Roberts
238,“Family Feud” 11/4/21- CAR GAME DOUBLEHEADER,Standard,,"G2: Wizners v. Kringses (Byron, MN)(Julie, Tyler, Kyle, Allie & Markus)",G2,,Wizners,Kringses,,,Wizner,Krings
239,“Family Feud” 11/3/21,Standard,,"G1: Ahunas (Kaneohe)(Joe, Angela, Joseph, Ruth & David) v. Robertses",G1,,Ahunas,Robertses,,,Ahuna,Roberts
240,“Family Feud” 11/3/21,Standard,,"G2: Wizners v. Davises (NY)(Christine, Marjorie, Darien, Dessaure & Terrecia)",G2,,Wizners,Davises,,,Wizner,Davis
241,“Family Feud” 11/2/21,Standard,,"G1: Campions (Kelly, Cathy, Lisa, Anna & Grace) v. Robertses",G1,,Campions,Robertses,,,Campion,Roberts
242,“Family Feud” 11/2/21,Standard,,"G2: Wizners v. Fuiavas (Honolulu)(Sana, Fola, Junior, Moni & Lahaina)",G2,,Wizners,Fuiavas,,,Wizner,Fuiava
243,“Family Feud” 11/1/21,Standard,,"G1: Fonoimoanas (Provo)(Kenisi, Janet, Mika, Melia & Dave) v. Robertses",G1,,Fonoimoanas,Robertses,,,Fonoimoana,Roberts
244,“Family Feud” 11/1/21,Standard,,"G2: Wizners (Douglasville)(Chris, Greg, Cathy, Jimmy & Amy) v. Bells (STL)(Floyd, Aaron, Darren, Matthew & Manvel)",G2,,Wizners,Bells,,,Wizner,Bell
245,“Family Feud” 10/29/21,Standard,,"G1: Forbeses v. Robertses (Bear, DE)(Renee, Senee, Devearl, Eugenia & Wendy)",G1,,Forbeses,Robertses,,,Forbes,Roberts
246,“Family Feud” 10/29/21,Standard,,G2: Wizners v. Smiths,G2,,Wizners,Smiths,,,Wizner,Smith
247,“Family Feud” 10/28/21,Standard,,"G1: Forbeses (Stillwater)(Marsha, Jill, Kelli, Andy & Fred) v. Talaricos",G1,,Forbeses,Talaricos,,,Forbes,Talarico
248,“Family Feud” 10/28/21,Standard,,G2: Wolowiecs v. Smiths,G2,,Wolowiecs,Smiths,,,Wolowiec,Smith
249,“Family Feud” 10/27/21,Standard,,G1: Eddingses v. Talaricos,G1,,Eddingses,Talaricos,,,Eddings,Talarico
250,“Family Feud” 10/27/21,Standard,,"G2: Wolowiecs v. Martins (Eugene, Sonia, Tino, Olivia & Alex)",G2,,Wolowiecs,Martins,,,Wolowiec,Martin
251,“Family Feud” 10/26/21,Standard,,"G1: Eddingses (Cynthia, Michael, Tyler, Scottie & Yava) v. Bankses",G1,,Eddingses,Bankses,,,Eddings,Banks
252,“Family Feud” 10/26/21,Standard,,"G2: Wolowiecs (PHI)(Barbara, Kristine, Kevin, Kaitlyn & Carol) v. Dukers",G2,,Wolowiecs,Dukers,,,Wolowiec,Duker
253,“Family Feud” 10/25/21,Standard,,"G1: Bechtels v. Bankses (New Orleans)(Faye, Gizelle, Ryan, Natalie & Artelia)",G1,,Bechtels,Bankses,,,Bechtel,Banks
254,“Family Feud” 10/25/21,Standard,,"G2: Smiths (POR, OR)(Dianne, Alonzo, Onnie, Gabby & David) v. Dukers",G2,,Smiths,Dukers,,,Smith,Duker
255,“Family Feud” 10/22/21,Standard,,"CG: Bechtels (Hampton, GA)(Doria, Steve, Lici, Jon & Annah) v. Germanys ($60,775)",CG,,Bechtels,Germanys,,,Bechtel,Germany
256,“Family Feud” 10/22/21,Standard,,"G2: Whitens (Frederick, MD)(Lynn, Whitney, Darryl, Dwayne Jr. & Dwayne Sr.) v. Dukers",G2,,Whitens,Dukers,,,Whiten,Duker
257,“Family Feud” 10/21/21,Standard,,"G1: Smiths (BUF)(Jen, Shannon, Ryan, Josiah & Paul) v. Germanys",G1,,Smiths,Germanys,,,Smith,Germany
258,“Family Feud” 10/21/21,Standard,,"G2: Parkers v. Dukers (Albany)(Liz, Abby, CJ, Karen & Barney)",G2,,Parkers,Dukers,,,Parker,Duker
259,“Family Feud” 10/20/21,Standard,,"G1: Talaricos (Nazareth, PA)(Chris, Lisa, Frank, Allie & Andrew) v. Germanys",G1,,Talaricos,Germanys,,,Talarico,Germany
260,“Family Feud” 10/20/21,Standard,,"G2: Parkers (Jackson, MS)(Charles, Damon, Hazel, Micah & Jeremy) v. Patels",G2,,Parkers,Patels,,,Parker,Patel
261,“Family Feud” 10/19/21,Standard,,"G1: Stewarts (Newbern, TN)(Bobby, Steven, Terrie, Jason & Patricia) v. Germanys",G1,,Stewarts,Germanys,,,Stewart,Germany
262,“Family Feud” 10/19/21,Standard,,"G2: Coffmans (Armuchee, GA)(Jason, Linda, Dawn, Kelli & Jenny) v. Patels",G2,,Coffmans,Patels,,,Coffman,Patel
263,“Family Feud” 10/18/21,Standard,,"G1: Bonitatibuses v. Germanys (Vegas)(Alex, Athena, Miguel, Alexis & Lawren)",G1,,Bonitatibuses,Germanys,,,Bonitatibus,Germany
264,“Family Feud” 10/18/21,Standard,,"G2: Kings v. Patels (Boise)(Harsh, Ravi, Lisa, Anisha & Zach)",G2,,Kings,Patels,,,King,Patel
